Tue Nov 17 16:58:18 CET 2015
19rangeValues;gear;steering;accelerate;brake;clutch
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
5.0;5.7735;7.77862;10.0;11.831;14.619;19.3185;28.7939;57.3687;141.924;57.3684;28.7938;19.3185;14.619;11.831;10.0;7.77863;5.77351;5.0;0;-2.2649400000000004E-6;1.0;0.0;0.0
